id,home_team,away_team,league,country,start_timestamp,start_time,status,venue,round,source
12436536,Bournemouth,Leicester City,Premier League,England,1748176200,14:30,Not started,,38,api
12436559,Fulham,Manchester City,Premier League,England,1748193300,19:15,Not started,,38,api
12436538,Ipswich Town,West Ham United,Premier League,England,1748181600,16:00,Not started,,38,api
12436548,Liverpool,Crystal Palace,Premier League,England,1748186100,17:15,Not started,,38,api
12436540,Manchester United,Aston Villa,Premier League,England,1748181600,16:00,Not started,,38,api
12436541,Newcastle United,Everton,Premier League,England,1748185200,17:00,Not started,,38,api
12436556,Nottingham Forest,Chelsea,Premier League,England,1748182500,16:15,Not started,,38,api
12436549,Southampton,Arsenal,Premier League,England,1748189700,18:15,Not started,,38,api
12436557,Tottenham Hotspur,Brighton & Hove Albion,Premier League,England,1748176200,14:30,Not started,,38,api
12436542,Wolverhampton,Brentford,Premier League,England,1748191500,18:45,Not started,,38,api
12501544,Atalanta,Parma,Serie A,Italy,1748185200,17:00,Not started,,38,api
12501543,Bologna,Genoa,Serie A,Italy,1748184300,16:45,Not started,,38,api
12501501,Como,Inter,Serie A,Italy,1748172600,13:30,Not started,,38,api
12501519,Empoli,Hellas Verona,Serie A,Italy,1748179800,15:30,Not started,,38,api
12501517,Lazio,Lecce,Serie A,Italy,1748178000,15:00,Not started,,38,api
12501503,Milan,Monza,Serie A,Italy,1748171700,13:15,Not started,,38,api
12501502,Napoli,Cagliari,Serie A,Italy,1748182500,16:15,Not started,,38,api
12501508,Torino,Roma,Serie A,Italy,1748169900,12:45,Not started,,38,api
12501527,Udinese,Fiorentina,Serie A,Italy,1748173500,13:45,Not started,,38,api
12501507,Venezia,Juventus,Serie A,Italy,1748183400,16:30,Not started,,38,api
12437503,Athletic Club,Barcelona,LaLiga,Spain,1748190600,18:30,Not started,,38,api
12437507,Deportivo Alavés,Osasuna,LaLiga,Spain,1748197800,20:30,Not started,,38,api
12437663,Espanyol,Las Palmas,LaLiga,Spain,1748208600,23:30,Not started,,38,api
12437516,Getafe,Celta Vigo,LaLiga,Spain,1748207700,23:15,Not started,,38,api
